,Well,Fluor,Target,Content,Sample,Cq,SQ
,H03,ROX,,Unkn,122-2,NaN,NaN
,H04,ROX,,Unkn,122-3,NaN,NaN
,H05,ROX,,Unkn,122-4,NaN,NaN
,H06,ROX,,Unkn,122-5,NaN,NaN
,H07,ROX,,Unkn,019-1,NaN,NaN
,H08,ROX,,Unkn,019-2,NaN,NaN
,H09,ROX,,Unkn,019-3,NaN,NaN
,A02,SYBR,,Unkn,001-1,15.3276997121891,NaN
,A03,SYBR,,Unkn,001-2,15.2456809757901,NaN
,A04,SYBR,,Unkn,001-3,15.2084402377964,NaN
,A05,SYBR,,Unkn,001-4,15.6392257061691,NaN
,A06,SYBR,,Unkn,001-5,15.0435894629186,NaN
,A07,SYBR,,Unkn,Blank,38.2489329647961,NaN
,A08,SYBR,,Unkn,009-1,20.5764603084378,NaN
,A09,SYBR,,Unkn,009-2,23.3958457811624,NaN
,B02,SYBR,,Unkn,009-3,14.2996507864955,NaN
,B03,SYBR,,Unkn,009-4,14.2577112484551,NaN
,B04,SYBR,,Unkn,009-5,14.1269988589535,NaN
,B05,SYBR,,Unkn,014-1,13.5354110436305,NaN
,B06,SYBR,,Unkn,014-2,13.3668012718841,NaN
,B07,SYBR,,Unkn,014-3,13.8926421963271,NaN
,B08,SYBR,,Unkn,014-4,13.1773131449281,NaN
,B09,SYBR,,Unkn,014-5,17.2678400990298,NaN
,C02,SYBR,,Unkn,015-1,15.6371452296596,NaN
,C03,SYBR,,Unkn,015-2,15.6467221602582,NaN
,C04,SYBR,,Unkn,015-3,15.9609880769755,NaN
,C05,SYBR,,Unkn,015-4,15.8136316674906,NaN
,C06,SYBR,,Unkn,015-5,15.815202654111,NaN
,C07,SYBR,,Unkn,048-1,12.7243127908196,NaN
,C08,SYBR,,Unkn,048-2,12.4863854722947,NaN
,C09,SYBR,,Unkn,048-3,12.4737916509495,NaN
,D02,SYBR,,Unkn,048-4,12.623650319601,NaN
,D03,SYBR,,Unkn,048-5,12.5743998855875,NaN
,D04,SYBR,,Unkn,049-1,13.6812058642671,NaN
,D05,SYBR,,Unkn,049-2,13.7734167884605,NaN
,D06,SYBR,,Unkn,049-3,14.0089817607243,NaN
,D07,SYBR,,Unkn,049-4,13.6550520840757,NaN
,D08,SYBR,,Unkn,049-5,13.7600081755939,NaN
,D09,SYBR,,Unkn,052-1,14.2204187734823,NaN
,E02,SYBR,,Unkn,052-2,14.2288582740343,NaN
,E03,SYBR,,Unkn,052-3,14.196095544005,NaN
,E04,SYBR,,Unkn,052-4,14.2978945839912,NaN
,E05,SYBR,,Unkn,052-5,14.2504672421988,NaN
,E06,SYBR,,Unkn,053-1,13.3376540712081,NaN
,E07,SYBR,,Unkn,053-2,13.5946579732213,NaN
,E08,SYBR,,Unkn,053-3,13.5989307523836,NaN
,E09,SYBR,,Unkn,053-4,13.5851520272262,NaN
,F02,SYBR,,Unkn,053-5,13.9975038611757,NaN
,F03,SYBR,,Unkn,069-1,13.4426735619999,NaN
,F04,SYBR,,Unkn,069-2,13.3070034852691,NaN
,F05,SYBR,,Unkn,069-3,13.4509848361166,NaN
,F06,SYBR,,Unkn,069-4,13.3837517647327,NaN
,F07,SYBR,,Unkn,069-5,13.9590083636492,NaN
,F08,SYBR,,Unkn,070-1,14.3126360922936,NaN
,F09,SYBR,,Unkn,070-2,14.7394488579226,NaN
,G02,SYBR,,Unkn,070-3,15.6657249513957,NaN
,G03,SYBR,,Unkn,070-4,14.6512788917964,NaN
,G04,SYBR,,Unkn,070-5,14.5958860491839,NaN
,G05,SYBR,,Unkn,076-1,14.5606809309594,NaN
,G06,SYBR,,Unkn,076-2,14.3942217188101,NaN
,G07,SYBR,,Unkn,076-3,14.6727334682683,NaN
,G08,SYBR,,Unkn,076-4,14.4567946544691,NaN
,G09,SYBR,,Unkn,076-5,14.6181281335639,NaN
,H02,SYBR,,Unkn,122-1,16.6928074221387,NaN
,H03,SYBR,,Unkn,122-2,14.8645972605731,NaN
,H04,SYBR,,Unkn,122-3,14.9453708143754,NaN
,H05,SYBR,,Unkn,122-4,15.0466138221574,NaN
,H06,SYBR,,Unkn,122-5,15.2235403646333,NaN
,H07,SYBR,,Unkn,019-1,15.8227138383823,NaN
,H08,SYBR,,Unkn,019-2,25.4630233650321,NaN
,H09,SYBR,,Unkn,019-3,33.1226981932849,NaN
