,Well,Sample,Call,Type,RFU1,RFU2
,C06,024-5,Allele 1,Auto,2462.26516465686,-4.93453029317698
,C07,025-1,Allele 1,Auto,2937.78029154536,-3.0640863499757
,C08,025-2,Allele 1,Auto,2853.24237964313,-1.38820009604979
,C09,025-3,Allele 1,Auto,3136.82324818435,-3.11866982808851
,C10,025-4,Allele 1,Auto,3226.60330321815,-3.73576964655513
,C11,025-5,Allele 1,Auto,3007.38353335182,-3.44659699762315
,C12,031-1,Allele 1,Auto,1964.55288116398,-2.91535041191128
,D01,031-2,Allele 1,Auto,2071.77854560844,-6.05512394543757
,D02,031-3,Allele 1,Auto,2440.21783756702,2.41083789080994
,D03,031-4,Allele 1,Auto,2541.99242406527,-1.22093048744273
,D04,031-5,Allele 1,Auto,2514.56046210505,-1.96073156746297
,D05,037-1,Allele 1,Auto,2685.60486162414,-2.68689992729878
,D06,037-2,Allele 1,Auto,2892.02245122898,-9.69616731409906
,D07,037-3,Allele 1,Auto,2754.74262612929,1.05833555581012
,D08,037-4,Allele 1,Auto,2797.30520397246,-1.25857634880094
,D09,037-5,Allele 1,Auto,3016.88163131374,-2.60557097762239
,D10,041-1,Allele 1,Auto,2585.1274299806,-3.42500273667338
,D11,041-2,Allele 1,Auto,2788.39364997263,-7.26165728232263
,D12,041-3,Allele 1,Auto,2592.16076774678,-2.60738662337599
,E01,041-4,Allele 1,Auto,2844.1969160254,-1.76552077021643
,E02,041-5,Allele 1,Auto,2987.68867798945,-5.63500983115364
,E03,060-1,Allele 1,Auto,2943.48203609287,-1.70927445590542
,E04,060-2,Allele 1,Auto,2908.38506384841,-5.34145564805794
,E05,060-3,Allele 1,Auto,3114.37191857709,-1.59138161344845
,E06,060-4,Allele 1,Auto,3057.48979207195,1.12337862392496
,E07,060-5,Allele 1,Auto,3078.51014337731,-5.57397631468803
,E08,067-1,Allele 1,Auto,2604.87411069056,0.252951744133497
,E09,067-2,Allele 1,Auto,2872.04134130288,-1.15297094106018
,E10,067-3,Allele 1,Auto,3058.49867466491,-2.22725346696643
,E11,067-4,Allele 1,Auto,2774.95125929388,-4.52134469996736
,E12,067-5,Allele 1,Auto,2459.20413151764,-4.55752557262804
,F01,073-1,Allele 1,Auto,2523.06398353222,0.852576269028305
,F02,073-2,Allele 1,Auto,2428.29385609199,-2.17213718095582
,F03,073-3,Allele 1,Auto,2747.36215302477,0.76316867387095
,F04,073-4,Allele 1,Auto,2580.06526882171,3.54312019633608
,F05,073-5,Allele 1,Auto,2756.54255832427,-66.9121002934744
,F06,079-1,Allele 1,Auto,2864.73488756918,-3.76760638806218
,F07,079-2,Allele 1,Auto,2763.94654132411,0.329431059314174
,F08,079-3,Allele 1,Auto,2834.36188817161,-3.42482977038981
,F09,079-4,Allele 1,Auto,2982.85738278612,-3.18387309063519
,F10,079-5,Allele 1,Auto,3014.19234184724,-3.28175924583093
,F11,083-1,Allele 1,Auto,2798.8278220855,-2.71554553479882
,F12,083-2,Allele 1,Auto,2688.69459066011,1.22101717963642
,G01,083-3,Allele 1,Auto,2705.01918455232,-1.71134275785471
,G02,083-4,Allele 1,Auto,2976.08918028701,-0.155957311503244
,G03,083-5,Allele 1,Auto,3215.30373900134,-4.89719008151087
,G04,124-1,Allele 1,Auto,3004.87270820021,-2.38210413283969
,G05,124-2,Allele 1,Auto,3376.28457346593,-4.61673231535906
,G06,124-3,Allele 1,Auto,3168.08323465828,0.947431002965914
,G07,124-4,Allele 1,Auto,3061.60050253241,-2.14073488425674
,G08,124-5,Allele 1,Auto,3138.63030489086,2.36161758402841
,G09,129-1,Allele 1,Auto,3015.59717324109,-3.06510212713602
,G10,129-2,Allele 1,Auto,2695.11178717866,-4.22636460473723
,G11,129-3,Allele 1,Auto,1874.71831285927,-6.0553286704353
,G12,129-4,Allele 1,Auto,2774.91375524163,-10.0761149815048
,H01,129-5,Allele 1,Auto,3056.14727509513,0.186390755680804
,H02,130-1,Allele 1,Auto,3023.2723827149,-3.29791379442167
,H03,130-2,Allele 1,Auto,2768.90763186876,-2.70441926348121
,H04,130-3,Allele 1,Auto,2922.2159957546,0.386099749295681
,H05,130-4,Allele 1,Auto,3235.59732127123,-5.914320587568
,H06,130-5,Allele 1,Auto,3037.99001157253,0.188026340573742
,H07,133-1,Allele 1,Auto,2978.97362002772,2.6416703282116
,H08,133-2,Allele 1,Auto,3030.46399789739,-4.43115251593917
,H09,133-3,Allele 1,Auto,2999.99996087344,-3.95916849415562
,H10,133-4,Allele 1,Auto,2858.76591902133,-1.20056205696665
,H11,133-5,Allele 1,Auto,2738.21307029633,-2.32729401979032
,H12,,Allele 1,Auto,-1.85619728678967,-1.71691294372931
