,Well,Sample,Call,Type,RFU1,RFU2
,E11,065-4,Allele 1,Auto,2586.86556511441,-4.55592176883829
,E12,065-5,Allele 1,Auto,1887.5565334101,-2.73836491354314
,F01,077-1,Allele 1,Auto,2313.23932602554,-1.20843964350979
,F02,077-2,Allele 1,Auto,2064.54850395856,-0.0630136231961842
,F03,077-3,Allele 1,Auto,2454.96307787804,-1.48122394689244
,F04,077-4,Allele 1,Auto,2339.40190053596,-2.31810195449862
,F05,077-5,Allele 1,Auto,2528.89719794926,0.879965396582065
,F06,084-1,Allele 1,Auto,2865.45625763948,-4.10579300208155
,F07,084-2,Allele 1,Auto,2972.93371916483,61.2781757554444
,F08,084-3,Allele 1,Auto,2705.90443447834,-2.19799643367696
,F09,084-4,Allele 1,Auto,2780.48676316614,86.6634085212113
,F10,084-5,Allele 1,Auto,3066.83798404375,0.664388228064581
,F11,089-1,Allele 1,Auto,2861.32093799942,-1.54595599809591
,F12,089-2,Allele 1,Auto,2791.01255172315,-0.681748083350158
,G01,089-3,Allele 1,Auto,2798.88155941471,-4.50698230511125
,G02,089-4,Allele 1,Auto,3059.46410010421,-3.55329792735074
,G03,089-5,Allele 1,Auto,2613.34691637972,-2.19308851113374
,G04,096-1,Allele 1,Auto,2836.14193050734,-7.26983106633361
,G05,096-2,Allele 1,Auto,2772.01539643781,3.10401932122568
,G06,096-3,Allele 1,Auto,2745.87519656547,-1.44719651282958
,G07,096-4,Allele 1,Auto,2795.93584233223,-2.63226102863746
,G08,096-5,Allele 1,Auto,2377.65673179328,-0.39381356918102
,G09,103-1,Allele 1,Auto,2060.26799383016,0.40457913432374
,G10,103-2,Allele 1,Auto,2636.6150125332,-3.45339367665201
,G11,103-3,Allele 1,Auto,2726.0146970785,-7.1525017689637
,G12,103-4,Allele 1,Auto,2506.01248522622,0.366761678868443
,H01,103-5,Allele 1,Auto,2059.10322702397,1.2990954883785
,H02,109-1,Allele 1,Auto,2184.71996505529,0.709685895803432
,H03,109-2,Allele 1,Auto,2199.09563271655,1.16253569560149
,H04,109-3,Allele 1,Auto,2283.33842497854,1.48692534096517
,H05,109-4,Allele 1,Auto,2192.77147715101,0.22025944224697
,H06,109-5,Allele 1,Auto,2401.07879386511,2.71500520500422
,H07,048-1,Allele 1,Auto,2360.5353435446,4.0153030355491
,H08,048-2,Allele 1,Auto,2628.80188230911,1.32800684703943
,H09,014-1,Allele 1,Auto,2331.57972970065,0.335499962543054
,H10,014-2,Allele 1,Auto,2690.24999707172,0.739861574530096
,H11,014-3,Allele 1,Auto,2585.33343343554,-4.16954411653296
,H12,Blank,Allele 1,Auto,-2.3450609247684,-5.22490680893543
