,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C12,ROX,,Unkn,022-1,,NaN,0,0,NaN,NaN,0,0,72,
,D01,ROX,,Unkn,022-2,,NaN,0,0,NaN,NaN,0,0,72,
,D02,ROX,,Unkn,022-3,,NaN,0,0,NaN,NaN,0,0,72,
,D03,ROX,,Unkn,022-4,,NaN,0,0,NaN,NaN,0,0,72,
,D04,ROX,,Unkn,022-5,,NaN,0,0,NaN,NaN,0,0,72,
,D05,ROX,,Unkn,027-1,,NaN,0,0,NaN,NaN,0,0,72,
,D06,ROX,,Unkn,027-2,,NaN,0,0,NaN,NaN,0,0,72,
,D07,ROX,,Unkn,027-3,,NaN,0,0,NaN,NaN,0,0,72,
,D08,ROX,,Unkn,027-4,,1.33769876810253,1.33769876810253,0,NaN,NaN,NaN,0,72,
,D09,ROX,,Unkn,027-5,,NaN,0,0,NaN,NaN,0,0,72,
,D10,ROX,,Unkn,035-1,,NaN,0,0,NaN,NaN,0,0,72,
,D11,ROX,,Unkn,035-2,,NaN,0,0,NaN,NaN,0,0,72,
,D12,ROX,,Unkn,035-3,,NaN,0,0,NaN,NaN,0,0,72,
,E01,ROX,,Unkn,035-4,,1.50218531310807,1.50218531310807,0,NaN,NaN,NaN,0,72,
,E02,ROX,,Unkn,035-5,,NaN,0,0,NaN,NaN,0,0,72,
,E03,ROX,,Unkn,085-1,,NaN,0,0,NaN,NaN,0,0,72,
,E04,ROX,,Unkn,085-2,,8.96105612240806,8.96105612240806,0,NaN,NaN,NaN,0,72,
,E05,ROX,,Unkn,085-3,,NaN,0,0,NaN,NaN,0,0,72,
,E06,ROX,,Unkn,085-4,,NaN,0,0,NaN,NaN,0,0,72,
,E07,ROX,,Unkn,085-5,,NaN,0,0,NaN,NaN,0,0,72,
,E08,ROX,,Unkn,090-1,,NaN,0,0,NaN,NaN,0,0,72,
,E09,ROX,,Unkn,090-2,,NaN,0,0,NaN,NaN,0,0,72,
,E10,ROX,,Unkn,090-3,,NaN,0,0,NaN,NaN,0,0,72,
,E11,ROX,,Unkn,090-4,,NaN,0,0,NaN,NaN,0,0,72,
,E12,ROX,,Unkn,090-5,,NaN,0,0,NaN,NaN,0,0,72,
,F01,ROX,,Unkn,091-1,,NaN,0,0,NaN,NaN,0,0,72,
,F02,ROX,,Unkn,091-2,,NaN,0,0,NaN,NaN,0,0,72,
,F03,ROX,,Unkn,091-3,,NaN,0,0,NaN,NaN,0,0,72,
,F04,ROX,,Unkn,091-4,,1.13279001288765,1.13279001288765,0,NaN,NaN,NaN,0,72,
,F05,ROX,,Unkn,091-5,,NaN,0,0,NaN,NaN,0,0,72,
,F06,ROX,,Unkn,094-1,,NaN,0,0,NaN,NaN,0,0,72,
,F07,ROX,,Unkn,094-2,,NaN,0,0,NaN,NaN,0,0,72,
,F08,ROX,,Unkn,094-3,,NaN,0,0,NaN,NaN,0,0,72,
,F09,ROX,,Unkn,094-4,,NaN,0,0,NaN,NaN,0,0,72,
,F10,ROX,,Unkn,094-5,,NaN,0,0,NaN,NaN,0,0,72,
,F11,ROX,,Unkn,121-1,,NaN,0,0,NaN,NaN,0,0,72,
,F12,ROX,,Unkn,121-2,,NaN,0,0,NaN,NaN,0,0,72,
,G01,ROX,,Unkn,121-3,,NaN,0,0,NaN,NaN,0,0,72,
,G02,ROX,,Unkn,121-4,,NaN,0,0,NaN,NaN,0,0,72,
,G03,ROX,,Unkn,121-5,,NaN,0,0,NaN,NaN,0,0,72,
,G04,ROX,,Unkn,122-1,,NaN,0,0,NaN,NaN,0,0,72,
,G05,ROX,,Unkn,122-2,,NaN,0,0,NaN,NaN,0,0,72,
,G06,ROX,,Unkn,122-3,,NaN,0,0,NaN,NaN,0,0,72,
,G07,ROX,,Unkn,122-4,,NaN,0,0,NaN,NaN,0,0,72,
,G08,ROX,,Unkn,122-5,,NaN,0,0,NaN,NaN,0,0,72,
,G09,ROX,,Unkn,131-1,,NaN,0,0,NaN,NaN,0,0,72,
,G10,ROX,,Unkn,131-2,,NaN,0,0,NaN,NaN,0,0,72,
,G11,ROX,,Unkn,131-3,,NaN,0,0,NaN,NaN,0,0,72,
,G12,ROX,,Unkn,131-4,,NaN,0,0,NaN,NaN,0,0,72,
,H01,ROX,,Unkn,131-5,,NaN,0,0,NaN,NaN,0,0,72,
,H02,ROX,,Unkn,132-1,,NaN,0,0,NaN,NaN,0,0,72,
,H03,ROX,,Unkn,132-2,,NaN,0,0,NaN,NaN,0,0,72,
,H04,ROX,,Unkn,132-3,,NaN,0,0,NaN,NaN,0,0,72,
,H05,ROX,,Unkn,132-4,,NaN,0,0,NaN,NaN,0,0,72,
,H06,ROX,,Unkn,132-5,,NaN,0,0,NaN,NaN,0,0,72,
,H07,ROX,,Unkn,048-1,,NaN,0,0,NaN,NaN,0,0,72,
,H08,ROX,,Unkn,048-2,,NaN,0,0,NaN,NaN,0,0,72,
,H09,ROX,,Unkn,014-1,,NaN,0,0,NaN,NaN,0,0,72,
,H10,ROX,,Unkn,014-2,,NaN,0,0,NaN,NaN,0,0,72,
,H11,ROX,,Unkn,014-3,,NaN,0,0,NaN,NaN,0,0,72,
,H12,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,A01,SYBR,,Unkn,003-1,,25.3111890743579,25.3111890743579,0,NaN,NaN,NaN,0,72,
,A02,SYBR,,Unkn,003-2,,24.0596520927171,24.0596520927171,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,003-3,,24.310401648486,24.310401648486,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,003-4,,24.0726965147399,24.0726965147399,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,003-5,,24.1450984275252,24.1450984275252,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,010-1,,23.6827393077372,23.6827393077372,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,010-2,,24.4065344832192,24.4065344832192,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,010-3,,24.1366208742301,24.1366208742301,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,010-4,,24.3978079218795,24.3978079218795,0,NaN,NaN,NaN,0,72,
,A10,SYBR,,Unkn,010-5,,24.4676123826561,24.4676123826561,0,NaN,NaN,NaN,0,72,
,A11,SYBR,,Unkn,013-1,,24.1094524238396,24.1094524238396,0,NaN,NaN,NaN,0,72,
,A12,SYBR,,Unkn,013-2,,23.9456918309611,23.9456918309611,0,NaN,NaN,NaN,0,72,
,B01,SYBR,,Unkn,013-3,,23.8916701764187,23.8916701764187,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,013-4,,24.9520079985534,24.9520079985534,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,013-5,,24.7480786783737,24.7480786783737,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,016-1,,21.9067586521558,21.9067586521558,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,016-2,,22.0115749784121,22.0115749784121,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,016-3,,22.042859299434,22.042859299434,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,016-4,,22.8531750024808,22.8531750024808,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,016-5,,22.1370075637255,22.1370075637255,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,017-1,,22.2675958709789,22.2675958709789,0,NaN,NaN,NaN,0,72,
,B10,SYBR,,Unkn,017-2,,22.7505556406026,22.7505556406026,0,NaN,NaN,NaN,0,72,
,B11,SYBR,,Unkn,017-3,,22.8142699448826,22.8142699448826,0,NaN,NaN,NaN,0,72,
,B12,SYBR,,Unkn,017-4,,21.9402329496854,21.9402329496854,0,NaN,NaN,NaN,0,72,
,C01,SYBR,,Unkn,017-5,,22.0930362974626,22.0930362974626,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,020-1,,21.4172520649863,21.4172520649863,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,020-2,,21.3385769524063,21.3385769524063,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,020-3,,21.2792042606565,21.2792042606565,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,020-4,,21.2973677279553,21.2973677279553,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,020-5,,21.3260817324486,21.3260817324486,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,020-6,,21.7710017453205,21.7710017453205,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,020-7,,21.5725025938431,21.5725025938431,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,020-8,,21.492269343554,21.492269343554,0,NaN,NaN,NaN,0,72,
,C10,SYBR,,Unkn,020-9,,21.5810332661923,21.5810332661923,0,NaN,NaN,NaN,0,72,
,C11,SYBR,,Unkn,020-10,,21.4312635109554,21.4312635109554,0,NaN,NaN,NaN,0,72,
,C12,SYBR,,Unkn,022-1,,19.9058234905164,19.9058234905164,0,NaN,NaN,NaN,0,72,
,D01,SYBR,,Unkn,022-2,,19.6475716531394,19.6475716531394,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,022-3,,19.116578904934,19.116578904934,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,022-4,,19.5823441247797,19.5823441247797,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,022-5,,19.5633745755229,19.5633745755229,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,027-1,,22.138726769567,22.138726769567,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,027-2,,22.7834247757154,22.7834247757154,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,027-3,,22.2498636413343,22.2498636413343,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,027-4,,22.0481171378534,22.0481171378534,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,027-5,,22.3830735397262,22.3830735397262,0,NaN,NaN,NaN,0,72,
,D10,SYBR,,Unkn,035-1,,22.6345019894106,22.6345019894106,0,NaN,NaN,NaN,0,72,
,D11,SYBR,,Unkn,035-2,,22.038141962078,22.038141962078,0,NaN,NaN,NaN,0,72,
,D12,SYBR,,Unkn,035-3,,25.031934099202,25.031934099202,0,NaN,NaN,NaN,0,72,
,E01,SYBR,,Unkn,035-4,,22.1151108342697,22.1151108342697,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,035-5,,22.2524398970092,22.2524398970092,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,085-1,,24.4250442476707,24.4250442476707,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,085-2,,24.5039887184649,24.5039887184649,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,085-3,,24.5238393480692,24.5238393480692,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,085-4,,25.7656962295975,25.7656962295975,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,085-5,,25.0326979299204,25.0326979299204,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,090-1,,24.0708823233927,24.0708823233927,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,090-2,,23.6374420090024,23.6374420090024,0,NaN,NaN,NaN,0,72,
,E10,SYBR,,Unkn,090-3,,23.7644029636699,23.7644029636699,0,NaN,NaN,NaN,0,72,
,E11,SYBR,,Unkn,090-4,,24.0046952792183,24.0046952792183,0,NaN,NaN,NaN,0,72,
,E12,SYBR,,Unkn,090-5,,23.384785039011,23.384785039011,0,NaN,NaN,NaN,0,72,
,F01,SYBR,,Unkn,091-1,,23.6004264617324,23.6004264617324,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,091-2,,24.491071324723,24.491071324723,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,091-3,,24.2282207891406,24.2282207891406,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,091-4,,24.7298401548708,24.7298401548708,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,091-5,,24.6340433583639,24.6340433583639,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,094-1,,20.1920904636615,20.1920904636615,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,094-2,,20.1745568672244,20.1745568672244,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,094-3,,20.5443882623875,20.5443882623875,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,094-4,,21.6486176710305,21.6486176710305,0,NaN,NaN,NaN,0,72,
,F10,SYBR,,Unkn,094-5,,20.3180498196549,20.3180498196549,0,NaN,NaN,NaN,0,72,
,F11,SYBR,,Unkn,121-1,,23.6984696452218,23.6984696452218,0,NaN,NaN,NaN,0,72,
,F12,SYBR,,Unkn,121-2,,23.6643504517557,23.6643504517557,0,NaN,NaN,NaN,0,72,
,G01,SYBR,,Unkn,121-3,,23.462993123321,23.462993123321,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,121-4,,23.9433480754293,23.9433480754293,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,121-5,,24.0281191268298,24.0281191268298,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,122-1,,24.1912843148999,24.1912843148999,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,122-2,,24.1617468780092,24.1617468780092,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,122-3,,23.9173812442137,23.9173812442137,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,122-4,,23.8158700894943,23.8158700894943,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,122-5,,24.0062761924274,24.0062761924274,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,131-1,,22.5831841134534,22.5831841134534,0,NaN,NaN,NaN,0,72,
,G10,SYBR,,Unkn,131-2,,22.4131828929385,22.4131828929385,0,NaN,NaN,NaN,0,72,
,G11,SYBR,,Unkn,131-3,,22.3814215246586,22.3814215246586,0,NaN,NaN,NaN,0,72,
,G12,SYBR,,Unkn,131-4,,22.4559882288938,22.4559882288938,0,NaN,NaN,NaN,0,72,
,H01,SYBR,,Unkn,131-5,,21.7671091259149,21.7671091259149,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,132-1,,20.3651528890072,20.3651528890072,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,132-2,,20.4142051620343,20.4142051620343,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,132-3,,20.4693383654682,20.4693383654682,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,132-4,,20.4086403053174,20.4086403053174,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,132-5,,20.4486636737546,20.4486636737546,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,048-1,,17.8585014976196,17.8585014976196,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,048-2,,18.0340282098274,18.0340282098274,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,014-1,,19.4085988931991,19.4085988931991,0,NaN,NaN,NaN,0,72,
,H10,SYBR,,Unkn,014-2,,19.1977510591894,19.1977510591894,0,NaN,NaN,NaN,0,72,
,H11,SYBR,,Unkn,014-3,,19.5673867983251,19.5673867983251,0,NaN,NaN,NaN,0,72,
,H12,SYBR,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
