,Well,Fluor,Target,Content,Sample,Cq,SQ
,G03,SYBR,,Unkn,121-5,24.0281191268298,NaN
,G04,SYBR,,Unkn,122-1,24.1912843148999,NaN
,G05,SYBR,,Unkn,122-2,24.1617468780092,NaN
,G06,SYBR,,Unkn,122-3,23.9173812442137,NaN
,G07,SYBR,,Unkn,122-4,23.8158700894943,NaN
,G08,SYBR,,Unkn,122-5,24.0062761924274,NaN
,G09,SYBR,,Unkn,131-1,22.5831841134534,NaN
,G10,SYBR,,Unkn,131-2,22.4131828929385,NaN
,G11,SYBR,,Unkn,131-3,22.3814215246586,NaN
,G12,SYBR,,Unkn,131-4,22.4559882288938,NaN
,H01,SYBR,,Unkn,131-5,21.7671091259149,NaN
,H02,SYBR,,Unkn,132-1,20.3651528890072,NaN
,H03,SYBR,,Unkn,132-2,20.4142051620343,NaN
,H04,SYBR,,Unkn,132-3,20.4693383654682,NaN
,H05,SYBR,,Unkn,132-4,20.4086403053174,NaN
,H06,SYBR,,Unkn,132-5,20.4486636737546,NaN
,H07,SYBR,,Unkn,048-1,17.8585014976196,NaN
,H08,SYBR,,Unkn,048-2,18.0340282098274,NaN
,H09,SYBR,,Unkn,014-1,19.4085988931991,NaN
,H10,SYBR,,Unkn,014-2,19.1977510591894,NaN
,H11,SYBR,,Unkn,014-3,19.5673867983251,NaN
,H12,SYBR,,Unkn,Blank,NaN,NaN
