,Well,Sample,Call,Type,RFU1,RFU2
,E06,085-4,Allele 1,Auto,2038.49247070288,-2.38851371278543
,E07,085-5,Allele 1,Auto,2177.23184607274,-5.95942572439071
,E08,090-1,Allele 1,Auto,2171.07993984931,0.0270542892562844
,E09,090-2,Allele 1,Auto,2280.37893757284,2.91635259817213
,E10,090-3,Allele 1,Auto,2107.99605139122,-6.56865459566552
,E11,090-4,Allele 1,Auto,2062.76866800943,-6.758365372556
,E12,090-5,Allele 1,Auto,1959.91125163072,-2.47937886438194
,F01,091-1,Allele 1,Auto,2194.34202447365,1.04955419387488
,F02,091-2,Allele 1,Auto,2037.66187777192,-3.72450267337717
,F03,091-3,Allele 1,Auto,2276.61620550585,-4.6344394652474
,F04,091-4,Undetermined,Auto,2267.5537494716,71.8974787086809
,F05,091-5,Allele 1,Auto,2155.20946432364,2.56741180006748
,F06,094-1,Allele 1,Auto,1946.62694341545,-2.58143319658075
,F07,094-2,Allele 1,Auto,2022.61690571637,-2.41132007156375
,F08,094-3,Allele 1,Auto,1999.69202071562,-5.85110551032403
,F09,094-4,Allele 1,Auto,1794.40333465434,-3.27757462085674
,F10,094-5,Allele 1,Auto,2158.58035777876,-1.87865663236744
,F11,121-1,Allele 1,Auto,2278.24131592681,-0.223086280552707
,F12,121-2,Allele 1,Auto,2218.9967810277,-8.64084618931156
,G01,121-3,Allele 1,Auto,2227.24377815539,1.67642901897807
,G02,121-4,Allele 1,Auto,2204.14464619692,-0.477669920840526
,G03,121-5,Allele 1,Auto,2325.05396446144,-2.7982121396708
,G04,122-1,Allele 1,Auto,2316.09431988481,-2.96208967988468
,G05,122-2,Allele 1,Auto,2149.32988788496,-2.01279640261555
,G06,122-3,Allele 1,Auto,2237.12239692062,-1.88527687127544
,G07,122-4,Allele 1,Auto,2307.53443472503,-1.80371414505589
,G08,122-5,Allele 1,Auto,2232.21842454448,-1.82406016469167
,G09,131-1,Allele 1,Auto,2032.99283562925,-0.925184656658985
,G10,131-2,Allele 1,Auto,2103.44415016642,-0.70891337312878
,G11,131-3,Allele 1,Auto,2108.32489488336,-2.67185445520909
,G12,131-4,Allele 1,Auto,1921.76814237722,-4.45856819091705
,H01,131-5,Allele 1,Auto,2031.95557077195,-6.04539258052682
,H02,132-1,Allele 1,Auto,1981.02137720402,0.568549737223748
,H03,132-2,Heterozygote,Auto,2026.968595933,110.943099747368
,H04,132-3,Allele 1,Auto,2060.79058917134,-5.92204603620803
,H05,132-4,Allele 1,Auto,2019.68017665681,-4.39867278433439
,H06,132-5,Allele 1,Auto,1994.71948328815,-1.66709382322961
,H07,048-1,Allele 1,Auto,2113.08536736905,-3.0287722535486
,H08,048-2,Allele 1,Auto,2119.42938464946,-2.19493208009362
,H09,014-1,Allele 1,Auto,2030.68655402502,-6.57305771245501
,H10,014-2,Allele 1,Auto,2198.16947297555,-2.39574208577051
,H11,014-3,Allele 1,Auto,1831.24327926737,-11.5043937010023
,H12,Blank,Allele 1,Auto,-2.19794119048765,-2.56169365112373
