,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,G06,SYBR,,Unkn,062-5,536.04884571266,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,064-1,729.916366468677,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,064-2,749.84364870911,,Unknown,Unassigned,False
,G12,SYBR,,Unkn,018-3,-13.719096210138,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,064-3,188.505661579879,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,064-4,544.981923466392,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,064-5,568.316709962989,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,065-1,452.570640669356,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,065-2,508.841397635217,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,065-3,490.368293363923,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,065-4,328.696992718501,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,065-5,-15.1697336055198,,Unknown,Unassigned,False
,H12,SYBR,,Unkn,Blank,-5.44959568987442,,Unknown,Unassigned,False
