,Well,Fluor,Target,Content,Sample,End RFU,Call,Sample Type,CallType,Is Control
,D10,SYBR,,Unkn,056-1,2360.96404693087,,Unknown,Unassigned,False
,D11,SYBR,,Unkn,056-2,2333.23425282298,,Unknown,Unassigned,False
,D12,SYBR,,Unkn,056-3,2245.67466164941,,Unknown,Unassigned,False
,E01,SYBR,,Unkn,056-4,2374.56066647903,,Unknown,Unassigned,False
,E02,SYBR,,Unkn,056-5,2539.04129581243,,Unknown,Unassigned,False
,E03,SYBR,,Unkn,059-1,2609.27120094563,,Unknown,Unassigned,False
,E04,SYBR,,Unkn,059-2,2541.16819457015,,Unknown,Unassigned,False
,E05,SYBR,,Unkn,059-3,2723.03049980669,,Unknown,Unassigned,False
,E06,SYBR,,Unkn,059-4,2641.34540279455,,Unknown,Unassigned,False
,E07,SYBR,,Unkn,059-5,2671.72816252717,,Unknown,Unassigned,False
,E08,SYBR,,Unkn,086-1,2638.13821952963,,Unknown,Unassigned,False
,E09,SYBR,,Unkn,086-2,2836.00651916829,,Unknown,Unassigned,False
,E10,SYBR,,Unkn,086-3,2817.96117684693,,Unknown,Unassigned,False
,E11,SYBR,,Unkn,086-4,2813.36446702754,,Unknown,Unassigned,False
,E12,SYBR,,Unkn,086-5,2221.72656917106,,Unknown,Unassigned,False
,F01,SYBR,,Unkn,087-1,2625.17990805175,,Unknown,Unassigned,False
,F02,SYBR,,Unkn,087-2,2407.29193856957,,Unknown,Unassigned,False
,F03,SYBR,,Unkn,087-3,2447.64077013057,,Unknown,Unassigned,False
,F04,SYBR,,Unkn,087-4,2423.65778273037,,Unknown,Unassigned,False
,F05,SYBR,,Unkn,087-5,2635.06972909201,,Unknown,Unassigned,False
,F06,SYBR,,Unkn,101-1,2600.84915554124,,Unknown,Unassigned,False
,F07,SYBR,,Unkn,101-2,2795.62698717048,,Unknown,Unassigned,False
,F08,SYBR,,Unkn,101-3,2812.02592127158,,Unknown,Unassigned,False
,F09,SYBR,,Unkn,101-4,2743.8012852391,,Unknown,Unassigned,False
,F10,SYBR,,Unkn,101-5,2778.84017774578,,Unknown,Unassigned,False
,F11,SYBR,,Unkn,104-1,2640.25976500997,,Unknown,Unassigned,False
,F12,SYBR,,Unkn,104-2,2677.73497138649,,Unknown,Unassigned,False
,G01,SYBR,,Unkn,104-3,2361.36601985168,,Unknown,Unassigned,False
,G02,SYBR,,Unkn,104-4,2509.94202737095,,Unknown,Unassigned,False
,G03,SYBR,,Unkn,104-5,2632.69089197142,,Unknown,Unassigned,False
,G04,SYBR,,Unkn,112-1,2684.87347072927,,Unknown,Unassigned,False
,G05,SYBR,,Unkn,112-2,2732.78136703289,,Unknown,Unassigned,False
,G06,SYBR,,Unkn,112-3,2736.65343056262,,Unknown,Unassigned,False
,G07,SYBR,,Unkn,112-4,2825.6447006443,,Unknown,Unassigned,False
,G08,SYBR,,Unkn,112-5,2620.10424643958,,Unknown,Unassigned,False
,G09,SYBR,,Unkn,120-1,2507.69400471781,,Unknown,Unassigned,False
,G10,SYBR,,Unkn,120-2,2755.20992564986,,Unknown,Unassigned,False
,G11,SYBR,,Unkn,120-3,2453.74314719166,,Unknown,Unassigned,False
,G12,SYBR,,Unkn,120-4,2310.24612228309,,Unknown,Unassigned,False
,H01,SYBR,,Unkn,120-5,2306.6873627143,,Unknown,Unassigned,False
,H02,SYBR,,Unkn,123-1,2662.57775591271,,Unknown,Unassigned,False
,H03,SYBR,,Unkn,123-2,3060.83636492325,,Unknown,Unassigned,False
,H04,SYBR,,Unkn,123-3,2828.9968509483,,Unknown,Unassigned,False
,H05,SYBR,,Unkn,123-4,2926.59829369475,,Unknown,Unassigned,False
,H06,SYBR,,Unkn,123-5,2913.33982062428,,Unknown,Unassigned,False
,H07,SYBR,,Unkn,125-1,2343.08859724631,,Unknown,Unassigned,False
,H08,SYBR,,Unkn,125-2,2444.18209247889,,Unknown,Unassigned,False
,H09,SYBR,,Unkn,125-3,2520.86634027475,,Unknown,Unassigned,False
,H10,SYBR,,Unkn,125-4,2390.79299216557,,Unknown,Unassigned,False
,H11,SYBR,,Unkn,125-5,2437.99854964826,,Unknown,Unassigned,False
,H12,SYBR,,Unkn,Blank,-2.26137226476758,,Unknown,Unassigned,False
