,Well,Fluor,Target,Content,Sample,Cq,SQ
,D06,ROX,,Unkn,051-2,NaN,NaN
,D07,ROX,,Unkn,051-3,NaN,NaN
,D08,ROX,,Unkn,051-4,NaN,NaN
,D09,ROX,,Unkn,051-5,NaN,NaN
,D10,ROX,,Unkn,056-1,NaN,NaN
,D11,ROX,,Unkn,056-2,NaN,NaN
,D12,ROX,,Unkn,056-3,NaN,NaN
,E01,ROX,,Unkn,056-4,NaN,NaN
,E02,ROX,,Unkn,056-5,NaN,NaN
,E03,ROX,,Unkn,059-1,NaN,NaN
,E04,ROX,,Unkn,059-2,NaN,NaN
,E05,ROX,,Unkn,059-3,NaN,NaN
,E06,ROX,,Unkn,059-4,NaN,NaN
,E07,ROX,,Unkn,059-5,NaN,NaN
,E08,ROX,,Unkn,086-1,NaN,NaN
,E09,ROX,,Unkn,086-2,NaN,NaN
,E10,ROX,,Unkn,086-3,NaN,NaN
,E11,ROX,,Unkn,086-4,NaN,NaN
,E12,ROX,,Unkn,086-5,NaN,NaN
,F01,ROX,,Unkn,087-1,NaN,NaN
,F02,ROX,,Unkn,087-2,NaN,NaN
,F03,ROX,,Unkn,087-3,NaN,NaN
,F04,ROX,,Unkn,087-4,NaN,NaN
,F05,ROX,,Unkn,087-5,NaN,NaN
,F06,ROX,,Unkn,101-1,19.9511008756192,NaN
,F07,ROX,,Unkn,101-2,NaN,NaN
,F08,ROX,,Unkn,101-3,NaN,NaN
,F09,ROX,,Unkn,101-4,NaN,NaN
,F10,ROX,,Unkn,101-5,NaN,NaN
,F11,ROX,,Unkn,104-1,NaN,NaN
,F12,ROX,,Unkn,104-2,NaN,NaN
,G01,ROX,,Unkn,104-3,NaN,NaN
,G02,ROX,,Unkn,104-4,NaN,NaN
,G03,ROX,,Unkn,104-5,NaN,NaN
,G04,ROX,,Unkn,112-1,NaN,NaN
,G05,ROX,,Unkn,112-2,NaN,NaN
,G06,ROX,,Unkn,112-3,NaN,NaN
,G07,ROX,,Unkn,112-4,NaN,NaN
,G08,ROX,,Unkn,112-5,NaN,NaN
,G09,ROX,,Unkn,120-1,NaN,NaN
,G10,ROX,,Unkn,120-2,NaN,NaN
,G11,ROX,,Unkn,120-3,1.04185879437418,NaN
,G12,ROX,,Unkn,120-4,NaN,NaN
,H01,ROX,,Unkn,120-5,NaN,NaN
,H02,ROX,,Unkn,123-1,NaN,NaN
,H03,ROX,,Unkn,123-2,NaN,NaN
,H04,ROX,,Unkn,123-3,NaN,NaN
,H05,ROX,,Unkn,123-4,NaN,NaN
,H06,ROX,,Unkn,123-5,NaN,NaN
,H07,ROX,,Unkn,125-1,NaN,NaN
,H08,ROX,,Unkn,125-2,NaN,NaN
,H09,ROX,,Unkn,125-3,NaN,NaN
,H10,ROX,,Unkn,125-4,NaN,NaN
,H11,ROX,,Unkn,125-5,NaN,NaN
,H12,ROX,,Unkn,Blank,NaN,NaN
,A01,SYBR,,Unkn,048-1,23.3454702892798,NaN
,A02,SYBR,,Unkn,048-2,23.3266752024621,NaN
,A03,SYBR,,Unkn,014-1,25.5264863168937,NaN
,A04,SYBR,,Unkn,014-2,26.2208513679592,NaN
,A05,SYBR,,Unkn,014-3,25.4153187590145,NaN
,A06,SYBR,,Unkn,007-1,30.7243006117258,NaN
,A07,SYBR,,Unkn,007-2,30.7795085339012,NaN
,A08,SYBR,,Unkn,007-3,31.3553257556823,NaN
,A09,SYBR,,Unkn,007-4,30.6637446595491,NaN
,A10,SYBR,,Unkn,007-5,31.2866365188036,NaN
,A11,SYBR,,Unkn,008-1,29.9752314980632,NaN
,A12,SYBR,,Unkn,008-2,29.4880106362848,NaN
,B01,SYBR,,Unkn,008-3,29.9572202571498,NaN
,B02,SYBR,,Unkn,008-4,30.0944615215016,NaN
,B03,SYBR,,Unkn,008-5,30.3292962577032,NaN
,B04,SYBR,,Unkn,011-1,26.0587208879909,NaN
,B05,SYBR,,Unkn,011-2,26.1485600124376,NaN
,B06,SYBR,,Unkn,011-3,25.6202443567672,NaN
,B07,SYBR,,Unkn,011-4,25.6241276210708,NaN
,B08,SYBR,,Unkn,011-5,26.6982329890131,NaN
,B09,SYBR,,Unkn,026-1,30.8093494615069,NaN
,B10,SYBR,,Unkn,026-2,31.0993368607392,NaN
,B11,SYBR,,Unkn,026-3,30.7422454753814,NaN
,B12,SYBR,,Unkn,026-4,30.1684995923938,NaN
,C01,SYBR,,Unkn,026-5,30.520039472942,NaN
,C02,SYBR,,Unkn,028-1,31.3745402665638,NaN
,C03,SYBR,,Unkn,028-2,30.894125363935,NaN
,C04,SYBR,,Unkn,028-3,32.0913152148683,NaN
,C05,SYBR,,Unkn,028-4,32.4768862633222,NaN
,C06,SYBR,,Unkn,028-5,31.4107023971722,NaN
,C07,SYBR,,Unkn,030-1,29.1936998105949,NaN
,C08,SYBR,,Unkn,030-2,29.0086886070952,NaN
,C09,SYBR,,Unkn,030-3,29.2421767451213,NaN
,C10,SYBR,,Unkn,030-4,28.6319130237413,NaN
,C11,SYBR,,Unkn,030-5,28.310438296142,NaN
,C12,SYBR,,Unkn,034-1,27.569984072029,NaN
,D01,SYBR,,Unkn,034-2,27.9296121635913,NaN
,D02,SYBR,,Unkn,034-3,28.5472466021846,NaN
,D03,SYBR,,Unkn,034-4,29.9676741252907,NaN
,D04,SYBR,,Unkn,034-5,29.697744425799,NaN
,D05,SYBR,,Unkn,051-1,31.1534548097769,NaN
,D06,SYBR,,Unkn,051-2,31.58471264036,NaN
,D07,SYBR,,Unkn,051-3,31.2597364745119,NaN
,D08,SYBR,,Unkn,051-4,31.6289240858313,NaN
,D09,SYBR,,Unkn,051-5,32.8897890851089,NaN
,D10,SYBR,,Unkn,056-1,28.5807766314331,NaN
,D11,SYBR,,Unkn,056-2,27.4355919240734,NaN
,D12,SYBR,,Unkn,056-3,27.5099114444809,NaN
,E01,SYBR,,Unkn,056-4,28.3527381181496,NaN
,E02,SYBR,,Unkn,056-5,29.7140412238205,NaN
,E03,SYBR,,Unkn,059-1,30.8055694833844,NaN
,E04,SYBR,,Unkn,059-2,30.3719765356694,NaN
,E05,SYBR,,Unkn,059-3,29.2717037057866,NaN
,E06,SYBR,,Unkn,059-4,29.1773528410584,NaN
,E07,SYBR,,Unkn,059-5,29.55974642837,NaN
,E08,SYBR,,Unkn,086-1,31.4234063114627,NaN
,E09,SYBR,,Unkn,086-2,31.8478170380461,NaN
,E10,SYBR,,Unkn,086-3,31.926919816902,NaN
,E11,SYBR,,Unkn,086-4,30.9728912342546,NaN
,E12,SYBR,,Unkn,086-5,30.7071985129509,NaN
,F01,SYBR,,Unkn,087-1,27.3582378800279,NaN
,F02,SYBR,,Unkn,087-2,28.244249776438,NaN
,F03,SYBR,,Unkn,087-3,28.1703743974285,NaN
,F04,SYBR,,Unkn,087-4,27.9975781790099,NaN
,F05,SYBR,,Unkn,087-5,28.1539689383217,NaN
,F06,SYBR,,Unkn,101-1,31.4717516295655,NaN
,F07,SYBR,,Unkn,101-2,31.7402205178765,NaN
,F08,SYBR,,Unkn,101-3,31.5785849587544,NaN
,F09,SYBR,,Unkn,101-4,32.0434016397009,NaN
,F10,SYBR,,Unkn,101-5,31.4246326708619,NaN
,F11,SYBR,,Unkn,104-1,30.9619033504793,NaN
,F12,SYBR,,Unkn,104-2,30.7052400253657,NaN
,G01,SYBR,,Unkn,104-3,NaN,NaN
,G02,SYBR,,Unkn,104-4,31.1877119016686,NaN
,G03,SYBR,,Unkn,104-5,31.5842932637706,NaN
,G04,SYBR,,Unkn,112-1,26.1699082546044,NaN
,G05,SYBR,,Unkn,112-2,25.8524023809352,NaN
,G06,SYBR,,Unkn,112-3,26.1648614401829,NaN
,G07,SYBR,,Unkn,112-4,25.8586669489547,NaN
,G08,SYBR,,Unkn,112-5,25.6946068898094,NaN
,G09,SYBR,,Unkn,120-1,28.6304541827711,NaN
,G10,SYBR,,Unkn,120-2,28.9800482634869,NaN
,G11,SYBR,,Unkn,120-3,29.0554010559577,NaN
,G12,SYBR,,Unkn,120-4,28.1869456473187,NaN
,H01,SYBR,,Unkn,120-5,28.1042882465522,NaN
,H02,SYBR,,Unkn,123-1,30.2080934265405,NaN
,H03,SYBR,,Unkn,123-2,30.2642966771222,NaN
,H04,SYBR,,Unkn,123-3,30.4853900181403,NaN
,H05,SYBR,,Unkn,123-4,30.216600320389,NaN
,H06,SYBR,,Unkn,123-5,30.534668826356,NaN
,H07,SYBR,,Unkn,125-1,26.47533835042,NaN
,H08,SYBR,,Unkn,125-2,26.6124722956031,NaN
,H09,SYBR,,Unkn,125-3,26.7201208383375,NaN
,H10,SYBR,,Unkn,125-4,27.0651429552296,NaN
,H11,SYBR,,Unkn,125-5,26.645742183751,NaN
,H12,SYBR,,Unkn,Blank,NaN,NaN
