,Well,Fluor,Target,Content,Sample,Cq,SQ
,H04,ROX,,Unkn,130-3,NaN,NaN
,H05,ROX,,Unkn,130-4,NaN,NaN
,H06,ROX,,Unkn,130-5,NaN,NaN
,H07,ROX,,Unkn,133-1,NaN,NaN
,H08,ROX,,Unkn,133-2,NaN,NaN
,H09,ROX,,Unkn,133-3,NaN,NaN
,H10,ROX,,Unkn,133-4,NaN,NaN
,H11,ROX,,Unkn,133-5,NaN,NaN
,H12,ROX,,Unkn,BLANK,NaN,NaN
,A01,SYBR,,Unkn,002-1,14.425037420347,NaN
,A02,SYBR,,Unkn,002-2,13.777863264149,NaN
,A03,SYBR,,Unkn,002-3,14.0644619006749,NaN
,A04,SYBR,,Unkn,002-4,14.0082725626562,NaN
,A05,SYBR,,Unkn,002-5,13.9209148253697,NaN
,A06,SYBR,,Unkn,004-1,13.5495391531147,NaN
,A07,SYBR,,Unkn,004-2,14.2971866330894,NaN
,A08,SYBR,,Unkn,004-3,14.1088817868975,NaN
,A09,SYBR,,Unkn,004-4,15.4978833780261,NaN
,A10,SYBR,,Unkn,004-5,16.1844623739496,NaN
,A11,SYBR,,Unkn,005-1,21.8223753619943,NaN
,A12,SYBR,,Unkn,005-2,37.0401399260669,NaN
,B01,SYBR,,Unkn,005-3,13.8109423955475,NaN
,B02,SYBR,,Unkn,005-4,13.2763770257009,NaN
,B03,SYBR,,Unkn,005-5,13.3469423626918,NaN
,B04,SYBR,,Unkn,006-1,14.4233651140542,NaN
,B05,SYBR,,Unkn,006-2,14.4531621845357,NaN
,B06,SYBR,,Unkn,006-3,14.4895410694348,NaN
,B07,SYBR,,Unkn,006-4,14.5325072795383,NaN
,B08,SYBR,,Unkn,006-5,14.9668669718385,NaN
,B09,SYBR,,Unkn,012-1,15.373286000105,NaN
,B10,SYBR,,Unkn,012-2,16.4062151856632,NaN
,B11,SYBR,,Unkn,012-3,19.9035674495027,NaN
,B12,SYBR,,Unkn,012-4,NaN,NaN
,C01,SYBR,,Unkn,012-5,14.3907666353451,NaN
,C02,SYBR,,Unkn,018-1,13.9239844588674,NaN
,C03,SYBR,,Unkn,018-2,14.0156524330768,NaN
,C04,SYBR,,Unkn,018-3,14.3298765870273,NaN
,C05,SYBR,,Unkn,018-4,13.9936097583082,NaN
,C06,SYBR,,Unkn,018-5,13.985100559129,NaN
,C07,SYBR,,Unkn,019-1,14.0741791290638,NaN
,C08,SYBR,,Unkn,019-2,14.8385876800007,NaN
,C09,SYBR,,Unkn,019-3,14.9314621089262,NaN
,C10,SYBR,,Unkn,019-4,15.6323430481408,NaN
,C11,SYBR,,Unkn,019-5,26.5933818049341,NaN
,C12,SYBR,,Unkn,024-1,NaN,NaN
,D01,SYBR,,Unkn,024-2,13.8563076737239,NaN
,D02,SYBR,,Unkn,024-3,13.479306248536,NaN
,D03,SYBR,,Unkn,024-4,13.5548171580934,NaN
,D04,SYBR,,Unkn,024-5,13.8663379580451,NaN
,D05,SYBR,,Unkn,025-1,14.259323405866,NaN
,D06,SYBR,,Unkn,025-2,14.2581815822634,NaN
,D07,SYBR,,Unkn,025-3,14.3962364359689,NaN
,D08,SYBR,,Unkn,025-4,14.7925930219674,NaN
,D09,SYBR,,Unkn,025-5,14.1705981945858,NaN
,D10,SYBR,,Unkn,031-1,13.0546479287529,NaN
,D11,SYBR,,Unkn,031-2,14.2034244376334,NaN
,D12,SYBR,,Unkn,031-3,36.9023144862614,NaN
,E01,SYBR,,Unkn,031-4,12.9957115197542,NaN
,E02,SYBR,,Unkn,031-5,12.2821979986178,NaN
,E03,SYBR,,Unkn,037-1,13.4226792639975,NaN
,E04,SYBR,,Unkn,037-2,13.8892801669669,NaN
,E05,SYBR,,Unkn,037-3,13.6328416515471,NaN
,E06,SYBR,,Unkn,037-4,13.3460175247023,NaN
,E07,SYBR,,Unkn,037-5,13.4306518272907,NaN
,E08,SYBR,,Unkn,041-1,14.0436507865936,NaN
,E09,SYBR,,Unkn,041-2,14.8063958273233,NaN
,E10,SYBR,,Unkn,041-3,37.7487036503441,NaN
,E11,SYBR,,Unkn,041-4,14.2113687474924,NaN
,E12,SYBR,,Unkn,041-5,29.8812380106019,NaN
,F01,SYBR,,Unkn,060-1,14.170907274596,NaN
,F02,SYBR,,Unkn,060-2,14.2179437885635,NaN
,F03,SYBR,,Unkn,060-3,14.2586666559846,NaN
,F04,SYBR,,Unkn,060-4,14.0118666517996,NaN
,F05,SYBR,,Unkn,060-5,13.9694510911396,NaN
,F06,SYBR,,Unkn,067-1,13.3533469138599,NaN
,F07,SYBR,,Unkn,067-2,13.3563950438324,NaN
,F08,SYBR,,Unkn,067-3,13.8441783881976,NaN
,F09,SYBR,,Unkn,067-4,13.3985330673362,NaN
,F10,SYBR,,Unkn,067-5,13.9157376073082,NaN
,F11,SYBR,,Unkn,073-1,14.1675048097902,NaN
,F12,SYBR,,Unkn,073-2,19.7348483595643,NaN
,G01,SYBR,,Unkn,073-3,14.3769918473475,NaN
,G02,SYBR,,Unkn,073-4,14.1766653829952,NaN
,G03,SYBR,,Unkn,073-5,13.3586374538231,NaN
,G04,SYBR,,Unkn,124-1,13.8619169370488,NaN
,G05,SYBR,,Unkn,124-2,13.5022754426364,NaN
,G06,SYBR,,Unkn,124-3,13.9196873007969,NaN
,G07,SYBR,,Unkn,124-4,13.988210220639,NaN
,G08,SYBR,,Unkn,124-5,14.1836787775886,NaN
,G09,SYBR,,Unkn,129-1,14.9984366797368,NaN
,G10,SYBR,,Unkn,129-2,15.2567216854921,NaN
,G11,SYBR,,Unkn,129-3,14.5322525996157,NaN
,G12,SYBR,,Unkn,129-4,34.9816948655083,NaN
,H01,SYBR,,Unkn,129-5,14.8689967734585,NaN
,H02,SYBR,,Unkn,130-1,14.5730588997009,NaN
,H03,SYBR,,Unkn,130-2,14.8142383204993,NaN
,H04,SYBR,,Unkn,130-3,14.5555450295188,NaN
,H05,SYBR,,Unkn,130-4,14.6845657342483,NaN
,H06,SYBR,,Unkn,130-5,14.547661786061,NaN
,H07,SYBR,,Unkn,133-1,13.147711108242,NaN
,H08,SYBR,,Unkn,133-2,13.5910417820223,NaN
,H09,SYBR,,Unkn,133-3,14.5568855651669,NaN
,H10,SYBR,,Unkn,133-4,14.5717645617759,NaN
,H11,SYBR,,Unkn,133-5,13.1862285973091,NaN
,H12,SYBR,,Unkn,BLANK,NaN,NaN
