,Well,Fluor,Target,Content,Sample,Cq,SQ
,D09,SYBR,,Unkn,045-5,20.2678621131099,NaN
,D10,SYBR,,Unkn,048-1,19.0132874640585,NaN
,D11,SYBR,,Unkn,048-2,18.3927835027914,NaN
,D12,SYBR,,Unkn,048-3,17.6937221932018,NaN
,E01,SYBR,,Unkn,048-4,17.946766101989,NaN
,E02,SYBR,,Unkn,048-5,18.6153006996456,NaN
,E03,SYBR,,Unkn,049-1,20.9112245319227,NaN
,E04,SYBR,,Unkn,049-2,20.3753418164341,NaN
,E05,SYBR,,Unkn,049-3,21.3586342005536,NaN
,E06,SYBR,,Unkn,049-4,21.3499868586648,NaN
,E07,SYBR,,Unkn,049-5,21.3413015033233,NaN
,E08,SYBR,,Unkn,052-1,21.6419585361217,NaN
,E09,SYBR,,Unkn,052-2,21.7207593631081,NaN
,E10,SYBR,,Unkn,052-3,21.7206359625282,NaN
,E11,SYBR,,Unkn,052-4,21.8847246660545,NaN
,E12,SYBR,,Unkn,052-5,21.4044955232353,NaN
,F01,SYBR,,Unkn,076-1,22.3505706476741,NaN
,F02,SYBR,,Unkn,076-2,23.3824209521744,NaN
,F03,SYBR,,Unkn,076-3,22.3229693917151,NaN
,F04,SYBR,,Unkn,076-4,23.3659730789766,NaN
,F05,SYBR,,Unkn,076-5,22.1648372134605,NaN
,F06,SYBR,,Unkn,099-1,25.3940256028474,NaN
,F07,SYBR,,Unkn,099-2,25.9598845652849,NaN
,F08,SYBR,,Unkn,099-3,25.9076544673473,NaN
,F09,SYBR,,Unkn,099-4,24.585015859014,NaN
,F10,SYBR,,Unkn,099-5,24.7909836654812,NaN
,F11,SYBR,,Unkn,100-1,22.2842259956188,NaN
,F12,SYBR,,Unkn,100-2,21.5212467372307,NaN
,G01,SYBR,,Unkn,100-3,21.7815668613515,NaN
,G02,SYBR,,Unkn,100-4,21.857083501826,NaN
,G03,SYBR,,Unkn,100-5,22.7180200446494,NaN
,G04,SYBR,,Unkn,107-1,23.3837326487468,NaN
,G05,SYBR,,Unkn,107-2,24.7751925821021,NaN
,G06,SYBR,,Unkn,107-3,24.0633169759198,NaN
,G07,SYBR,,Unkn,107-4,22.1531239233677,NaN
,G08,SYBR,,Unkn,107-5,22.1063809176301,NaN
,G09,SYBR,,Unkn,114-1,22.2763304476958,NaN
,G10,SYBR,,Unkn,114-2,23.9055022847728,NaN
,G11,SYBR,,Unkn,114-3,22.9580979345963,NaN
,G12,SYBR,,Unkn,114-4,22.9550153007961,NaN
,H01,SYBR,,Unkn,114-5,22.7348042785535,NaN
,H02,SYBR,,Unkn,116-1,24.1149662893038,NaN
,H03,SYBR,,Unkn,116-2,24.6907154190393,NaN
,H04,SYBR,,Unkn,116-3,25.5119711446499,NaN
,H05,SYBR,,Unkn,116-4,25.2265418005261,NaN
,H06,SYBR,,Unkn,116-5,24.2095431098373,NaN
,H07,SYBR,,Unkn,117-1,24.8293368693862,NaN
,H08,SYBR,,Unkn,117-2,24.0285326716739,NaN
,H09,SYBR,,Unkn,117-3,24.2616209847366,NaN
,H10,SYBR,,Unkn,117-4,23.64767156647,NaN
,H11,SYBR,,Unkn,117-5,24.1192099315893,NaN
,H12,SYBR,,Unkn,Blank,NaN,NaN
